id_noticia,author_id,tweet_id,created_at,site,text,rotulacao_manual,id_rotulador
25,535647915,1115066509787914241,2019-04-08,G1,a suas declarações colaboraram para esse acontecimento o que vai dizer agora?,0,M
18,912706915,1163802480448344064,2019-08-20,G1,"esse trabalhador brasileiro esta apenas tentando ganhar o almoço nunca esteve armado, já q existe o estatuto do desarmamento para impedir q bandidos consigam armas obg",-1,M
22,1668194960,1409532310509154312,2021-06-28,G1,"[ lázaro barbosa, o serial killer do df, morre em confronto com polícia após 20 dias de buscas folha de spaulo",0,S
26,1080661239540404225,1390372738217435138,2021-05-06,G1,ninguém consegue imaginar porque nunca aconteceria,0,S
23,245858196,1262792604623699969,2020-05-19,G1,não é esse discurso reacionário é uma arma do estado pra ter controle da opinião pública e dar continuidade à inútil guerra às drogas resta saber se você reproduz o discurso por interesse próprio ou por ser massa de manobra,-1,M
24,1142230228045111296,1278373902335574018,2020-07-01,G1,militou errado pq n foi a policia,-1,S
18,4581549196,1163780402252800003,2019-08-20,G1,"então meu caro negociadores negociam com sequestradores, direitos humanos defendem os direitos de seres humanos ninguém entendeu sua relação ",-1,M
20,361788937,1175476767680860160,2019-09-21,Folha,"tu não estas solidário com morte menina,aghata?",0,S
21,2771237259,1457120789120049163,2021-11-06,G1,isso acontece desde os tempos de cabral ate os dias atuais e vai continuar acontecendo enquanto o povo continuar aceitando,0,S
26,2873205189,1390333275856687109,2021-05-06,G1,"quando vc for assaltado, ligue para um bandido seu idiota",-1,S
21,1154631666968739841,1457129367268728833,2021-11-06,Folha,"por causa dessas coisas que cai fora do brasil, país atrasado e com um presidente genocida!",-1,G
23,724819364428521474,1262786668127551488,2020-05-19,G1,vai tomar no cu filho da puta,-1,G
20,124884668,1175708721084866560,2019-09-22,Folha,"e o policial que morreu? se não houvesse o marginal não haveria necessidade da ação da polícia, a da morte de inocentes é da criminalidade",-1,S
20,4894961805,1175672515613646848,2019-09-22,Folha,"estamos vivendo uma guerra, onde o governador do rj comemora a morte",-1,G
25,913896181956308992,1115358564174958598,2019-04-08,G1,"super válidas as aspas td q é ""de bem"" nesses tempos, tem uma conotação negativa, a saber cidadãos de bem",0,S
24,4605134116,1278491816849965056,2020-07-02,G1,ele era o ítalo augusto falem seu nome e se lembrem dele,0,G
20,2167176121,1175806400427171844,2019-09-22,UOL,"apesar de todo o falatório, não vi nenhuma prova de que o disparo foi feito pela polícia parece que ninguém espera os fatos para tirar conclusões e fazer suas críticas",0,G
20,1160006359649329154,1175808474481139714,2019-09-22,Folha,"porquê nós temos uma população passiva (na sua maioria, que não luta, que não esbraveja, que nao se incomoda com a dor do outro, que só se incomoda e age com sua própria dor! que as pessoas mudem antes de sentir essa dor na pele ela não é boa!!",-1,S
24,1210356711565012998,1278437530069864448,2020-07-01,G1,"blz agora e marcos vinícius, kauã, ágatha, joão pedro, jennifer, guilherme foram mortos por quem? essa é a primeira vez que eu vejo um traficante matar uma criança",-1,M
25,109985850,1115225296431656961,2019-04-08,Folha,"era bozo, com o projeto do moro!",0,S
18,57017624,1163752540082712576,2019-08-20,Folha,cadê os sniper do witzel para acabar com o sequestrador,-1,S
25,76136503,1115064852626726912,2019-04-08,G1,"alegaram legítima defesa mas qual foi a agressão? a agressão é ser negro, dirigindo um carro, guiando uma moto, portando um guarda chuva, negro exercendo o direito de ir e vir é agressivo demais",-1,G
26,1334257266070007818,1390273443581595654,2021-05-06,G1,"da mesma forma que a globo filmou os traficantes hoje no jacarezinho, ela poderia filmar o rosto dos chefes milicianos por que será que não o faz? será pelo motivo de gostar da família do castor de andrade?",-1,S
21,1419398134896209925,1457048059939069964,2021-11-06,G1,"isso não justifica a policia ter derrubado ela no chão com a criança no colo aliás, isso só piora a situação a mulher nem estava armada, então dava para eles tirarem a criança das mãos dela e então a algemarem",-1,G
20,917848996214984705,1175397523248361472,2019-09-21,UOL,"""desmilitarizar"" não é a melhor solução",0,G
22,1029773616521601024,1409502471731482626,2021-06-28,G1,o q rolou com o hugo gloss??,0,M
18,994545101992013825,1163778608470601734,2019-08-20,G1,agora arrastão na linha vermelha,-1,G
18,14974929,1163782925164437505,2019-08-20,G1,qual o seu lugar de fala pra dizer que a ponte é rio niterói? e se a ponte quiser se chamar princesa do guanabara?,0,S
25,365559271,1170495587613061120,2019-09-08,Folha,exemplo de acertos do governo,0,S
18,1079939571809427456,1163792764070502400,2019-08-20,UOL,momento do tiro,0,M
25,431756542,1131683689765756928,2019-05-23,UOL,sem novidades uma vergonha,-1,S
24,1032165141754904576,1278412089887948808,2020-07-01,G1,"tráfico é tráfico não tem essa, tanto que até o presidente quer liberar armas sem sentido esse argumento",-1,M
21,1372897038233374721,1457518639628881920,2021-11-08,Folha,"a pm tá precisando de ensinamentos dos ""especialistas"" de sofá é só ver o vídeo sem tanta ânsia de passar pano pra criminoso, que vc vê o pm retirando a bolsa onde estava o revólver a pm estava intervindo em um crime a mulher tentou usar o próprio filho pra encobrir seu crime",-1,G
24,950473713136349185,1278398750940180481,2020-07-01,G1,"""isso não acontece no brasil"" me explica isso muito triste",-1,S
25,38471925,1115075005279350785,2019-04-08,G1,"perto daqui em deodoro, mais uma família negra chora o aparato de morte organizado pelo estado continua vitimando pretos e pobres",-1,M
21,1380880935630077952,1457022790213713922,2021-11-06,Folha,"cara, eu o odeio o brazil",-1,M
23,3174691749,1262969978304765952,2020-05-20,G1,"se traficantes invadirem um condomínio de luxo e a polícia entrar atirando você vai defender também? se matarem uma criança filha de algum advogado, uma adolescente filha de uma juíza você vai dizer que a polícia estava apenas fazendo o trabalho dela? e sabe o que mais, +",-1,M
18,3742992316,1164171188823830529,2019-08-21,UOL,"vai tomar no cu, cara de bolacha!! vai visitar ele no inferno, porra!!!",-1,G
23,167999129,1262810476557336584,2020-05-19,UOL,pedir desculpas??? assassinato não se resolve com desculpas tem que ser expulsos,-1,G
26,1354194506766282759,1390395723842269189,2021-05-06,G1,esqueceram de avisar os traficantes que as operações dentro das favelas tinham voltado?,-1,G
25,2459713495,1115241388386476033,2019-04-08,Folha,a carne mais barata do mercado é a carne negra!,-1,M
21,23945788,1457120367282110472,2021-11-06,Folha,"pra que serve o treinamento da polícia? se eles são treinados e estão armados, justifica essa ação contra uma mulher com uma criança no colo e outra agarrada nela?",-1,S
21,1401630331653001218,1456977504380538884,2021-11-06,Folha,"infelizmente nada acontecerá tão tóxica qto a ação monstruosa dos policiais é a nota da corporação, endossando o q foi feito",-1,S
23,1258480220509818882,1262847947361878016,2020-05-19,G1,shiuu nao da ideia man,0,M
24,160671381,1278317573617180672,2020-07-01,G1,é pior que qualquer guerra,-1,S
18,1154876912264785920,1164008812493324288,2019-08-21,UOL,"moça não foi suicida, não compare o que esse rapaz fez com os atos suicidas suicidas querem fugir da própria dor da forma que puderem esse moço é homicida, queria fazer outras pessoas sofrerem é um insulto a quem já tem sérios problemas com a dor",0,S
22,1406211229719334914,1409519302009659402,2021-06-28,G1,"podia ter 20 laudos, são totalmente sem confiança psicólogos não aprendem a entender a mente criminosa vocês só são bons em ajudar adolescentes que se cortam, às vezes",-1,M
24,777910515184046080,1279082423842680832,2020-07-03,UOL,"poisé, concordo contigo, esse negócio de ficar dando muita moleza para bandido tinha que acabar são recursos e mais recursos que não acabam mais veja o caso do flávio bolsonaro, só ele conseguiu bloquear oito vezes a investigação um absurdo! temos que mudar essas leis!",-1,S
20,198347912,1175409373654503425,2019-09-21,UOL,"fio, previnir, inibir e punir a violência são funções do estado, nível federal e estadual, pra ser mais específico, não do uol as atitudes do governador do rj não se enquadra em nenhuma das 3 ações citadas então, pvf, pare de passar a mão na cabeça do governador ele tá errado",-1,G
22,451088491,1409509997051011079,2021-06-28,G1,psol está de luto,0,S
21,167051383,1457087483691339783,2021-11-06,Folha,"vc tem que decidir se acredita na polícia ou não a polícia disse que ela está com a arma e pegou a criança no colo para usar como escudo e esconder a arma  até que prove o contrário, a polícia está dizendo a verdade",0,S
22,2280513962,1409496427462549514,2021-06-28,G1,roberto cabrini já apurou lázaro foi morto,0,S
25,2751999917,1115253439389368320,2019-04-08,G1,"preferem colocar a culpa dessa tragédia como extermínio de negros fale a verdade a culpa disso e a falta de treinamento,investimento, despreparo dos soldados as forças armadas e policiais estão sucateadas devido a tantos anos sem investimento na use essa tragédia pra política",-1,G
26,1097915010972635144,1390658816593866754,2021-05-07,Folha,falou a mais idiota jornalista do brasil,0,M
26,1051585267604353024,1390412794571501572,2021-05-06,Folha,"corre, e conta pro çuplemo! ""conta tudo pra tua mãe, kiko""!",0,S
21,1429127906555568139,1458139650573299713,2021-11-09,G1,"e como sempredando #palanque pra #bandido #vagabundo só sendo muito imbecil, pra acreditar na #conversapraboidormir do eu não sabia da moça que usou o #filho como #escudo #yosoyrabioso",-1,M
23,62529599,1262837245473669121,2020-05-19,G1,que espírito santo traga consolo pra essa família,-1,G
26,1334099132223459328,1390464002854117380,2021-05-07,Folha,"calma cheirador defensor de bandido, os que estão vivos vão continuar a te vender o pó",-1,S
18,2167334743,1163860546346717185,2019-08-20,Folha,o abate demorou demais devia m negociar 60 minitos e so,-1,M
21,1371920190322147333,1457061459419144192,2021-11-06,Folha,"recebem muito mal, isso sim",-1,G
22,1269236479877951488,1409517088465731593,2021-06-28,G1,além de terem falhado em sua missão estão todos sem máscara!! flagrante desrespeito com a população e todos os mortos e doentes tudo muito triste,-1,S
21,60174595,1456974060143906824,2021-11-06,UOL,"alô absurdo uma força policial, municipal ou estadual, cometerem uma atrocidade dessa é assim que a cidade e o estado tratam suas crianças e seus cidadãos?",-1,S
22,910837590064091136,1409514064146018308,2021-06-28,G1,não merecia morte vida na cadeia pra pagar pelos crimes mas vai saber ninguém volta da morte pra dizer que teve paz lá,-1,G
24,786759922407108608,1278516751215591425,2020-07-02,G1,"como diria o emicida ""hj era para esse país está pegando fogo"" mas as pessoas simplesmente deixam passar",-1,G
20,1040026190755586048,1175399773504987136,2019-09-21,UOL,mas não fizeram isso num certo condomínio na barra da tijuca ne? interessante,0,M
22,1344579469722447873,1409508704370757635,2021-06-28,UOL,deveria queimar o corpo pra não ocupar espaço foi tarde!,1,S
18,50897128,1164008003357609984,2019-08-21,UOL,ai amiga pq vc é tão perfeita?,0,M
24,1172481829032665088,1279535139937288192,2020-07-04,G1,"kkkkk foi a polícia sim, o stf proibiu que os policiais façam patrulha nas favelas, agora como vai defender os seus traficantes?",-1,G
23,1409074184,1263868601125294081,2020-05-22,G1,"virou analfabeto do nada? a polícia civil identificou ser 5,56 o calibre da arma que matou o menino joão pedro mattos pinto, de 14 anos isso significa que o menino foi atingido por um disparo de fuzil e que o tiro pode ter partido de policiais",-1,G
21,1108740239395340289,1457372225116442627,2021-11-07,G1,a covardia de um policial realmente não tem limites que deus nos livre de precisar dessa raça inútil,-1,G
18,117624563,1163792017551499265,2019-08-20,G1,"logo cedo já temos notícia boa, ""vítima da sociedade"" é morto por atirador de elite após sequestrar ônibus com 37 passageiros, todos passam bem, melhor ainda tá o sequestrador que foi morto kkkkkkkkkkkk grande dia ",-1,G
24,4155955623,1278360211317829633,2020-07-01,G1,"vai tomar no cu seu lixo, verme não foi a polícia, foi os bandidos que vc defende seu merda",-1,M
20,1081347402878066690,1175471929144352768,2019-09-21,Folha,pedir pra quem? pra quem tem menos que eles? veja a média de quilos que os venezuelanos têm emagrecido estão morrendo de fome,-1,M
23,209132765,1262909866370379776,2020-05-20,G1,"então a polícia que é pra lhe proteger pode ir na sua rua atrás de bandidos, até entra na sua casa e pica tiro perdido q matar uma mãe ou pai seu, pq esse é o procedimento normal (bala perdida?",-1,M
23,1431210517,1262752674027470852,2020-05-19,G1,"pode debochar filha da puta, sua óra de voltar pro buraco tá chegando",-1,S
20,718527939843923969,1175452408824160256,2019-09-21,G1,"menina de 8 anos morre baleada no complexo do alemão | rio de janeiro | g1 meu deus, conforteos na dor extrema! a dor que o crime semeia!",-1,S
25,3141908609,1134273812399366146,2019-05-31,UOL,e esses daqui??? #forabolsonaro,-1,G
22,34350722,1409515801330204676,2021-06-28,G1,o que tem a ver seu comentário? explique,0,M
23,3305855387,1262849470619885568,2020-05-19,G1,menino executado pela polícia dentro de casa*,-1,S
23,370163166,1262773228818358272,2020-05-19,G1,"o estado banca o tráfico, a pm defende o estado e vocês, mulas, promovem e elegem esse modelo de escravidão e genocida são cúmplices, você também é bandido e assassino, seu filho de uma puta",-1,S
21,135988005,1456937475851669504,2021-11-06,Folha,"sádico, safado, indigno da função usando farda pms derrubam e imobilizam mulher com bebê no colo em itabira (mg",-1,S
21,165563080,1457029590287888389,2021-11-06,Folha,"pms derrubam e imobilizam mulher com bebê no colo em itabira (mg no brasil, temos george floyd todos os dias",0,S
22,1405278480212897798,1409511897142075394,2021-06-28,G1,"depende, se vc defende a esquerda foi assassinato",-1,M
24,4464677069,1278289316507246597,2020-07-01,G1,vc sabe daond veio o tiro seu maconheiro??? retardado mental,-1,M
26,2903774727,1390420463449423876,2021-05-06,Folha,o crime organizando mata milhares de pessoas todos os anos e a polícia que é violenta?! lamentável,-1,M
25,129610712,1248009141521510403,2020-04-08,Folha,"evaldo rosa dos santos, 46, hoje faz 1 ano  exército dispara 80 tiros em carro de família no rio e mata músico #80tiros",-1,G
24,17597251,1278372285540335618,2020-07-01,G1,mais uma criança negra morta pela polícia o brasil já era só agoniza!!! espero que um dia eu possa deixar essa terra imunda!!!,-1,S
21,594709772,1456929041437663233,2021-11-06,Folha,esses policiais canalhas apertaram 17,-1,S
23,3439927762,1262769151032135680,2020-05-19,G1,pm instituição assassina e racista!,-1,M
21,37133675,1457074531152154628,2021-11-06,G1,"claro o menino desesperado tentando afastar o pm da mulher, era um desconhecido da mulher pegou afeto após ser usado de escudo humano",-1,G
23,297100767,1262943319249870848,2020-05-20,G1,correção assassinado pelo estado,-1,G
22,700814798506823680,1409549792418672647,2021-06-28,UOL,"quanto aos hospitais de campanha desmontados antes do tempo, o respiradores super faturados, desvios de verbas, bilionários, isso não são atos genocidas? quantas centenas de milhares de pessoas teriam sido salvas ?",-1,M
24,1213094947999477760,1278454744361680898,2020-07-01,G1,"o cara fica a todo custo tentando inocentar traficante, ""cd a fonte"", ""quem garante que foi a irmã"", pesquisa man, mt melhor que ficar a todo custo babando ovo de bandido, de assassino de vdd",-1,M
23,1213247938723401729,1262790581794869250,2020-05-19,G1,leia a matéria inteira e vc vai entender td,0,G
26,1304031984000303104,1390437324463431686,2021-05-06,Folha,"ele é um grande intelectual quiçá ache que bandido deixa as armas para almoçar kk aí o armamento é de guerra, filho",0,S
22,1405278480212897798,1409511527258931203,2021-06-28,G1,"otário, digo otávio em luto pela morte do bandido",-1,S
21,1233879884986011648,1457239576490258433,2021-11-07,G1,pm já saiu de controle faz tempo !,-1,M
20,875293628,1175406391776989184,2019-09-21,Folha,"pois é, deveriam levar flores e da beijinhos nos traficantes",-1,S
18,1154199532781166592,1163791354285232128,2019-08-20,G1,"o emprego do atirador é ""desfaçar"" seu ponto de atuação, e vem ela e diz onde está ",0,M
26,1384870407782686726,1390470439047139329,2021-05-07,Folha,"sa porra aí,morreu bandido,foi muito, então fooodase maldita, tá com pena,leva pra casa,mau amada",-1,M
23,31292787,1262885553743298562,2020-05-19,G1,tu ta vendo a foto da tua mae aqui no perfil? nao a unica marmita eh ela,0,G
22,19341959,1409548740814385152,2021-06-28,G1,"olha, mãe um idiota",0,M
22,1409328629662818306,1409501992398032905,2021-06-28,G1,amemmmmm já tava na hora,1,M
23,3940417216,1262762079389286404,2020-05-19,UOL,"o leque de escolhas do jovem preto, pobre morador de um lugar onde de fato devem ocorrer crimes é extremamente menor do filhinho de papai do bairro classe média",-1,G
23,1013594122005962758,1262738026108682240,2020-05-19,G1,não é aquele menino que estavam procurando?,0,S
18,36442201,1163827605247799296,2019-08-20,UOL,vai cuidar da sua fimose que vc ganha mais,-1,S
21,1429924174512984064,1458114626953089025,2021-11-09,G1,"ficou estranho reinaldo o policial tem a obrigação de agir em flagrante delito não importa se tem filho, se não tem, se está com os pais no hospital e etc",1,S
22,932786593483673601,1409554061330952198,2021-06-28,G1,lázaro barbosa morre após ser preso em goiás #sudestenoticia #urgente,-1,M
24,1140428518700068864,1278312880035827713,2020-07-01,G1,"eu moro em favela e ele tá certo mas sou branco e minha opinião tb não vale, claro kkkkkkkkkkkkkkkkk tmnc",0,M
25,1093532858130550787,1146068829669339136,2019-07-02,UOL,"é verdade, os assassinos do exécito ficaram impunes pela execução do músico evaldo rosa dos santos, e do catador de materiais recicláveis luciano macedo",-1,G
25,1137863273192284161,1402707803995783175,2021-06-09,Folha,e 80 tiros? quantos o bananinha acha que vai ser excesso?,0,S
22,1145113698731745280,1409510989037514758,2021-06-28,G1,"o jagunço lázaro é contratado por um grupo de fazendeiros para tocar terror em sitiantes um desses fazendeiros, que dava abrigo e alimentação para o jagunço, é preso e permanece calado lázaro é morto pela polícia, e o arquivo é queimado pronto, agora todo mundo está feliz ",0,S
21,1263684961795821568,1457837259189858306,2021-11-08,Folha,"vitimizando? você nem se quer consegue entender de tão isolado que você é ou você só é ruim mesmo você é so mais uma célula cancerígena na sociedade sádico, tem tesão por violência disfarçada de justiça seu coração está cheio de escuridão e ódio",-1,G
23,1102307768793554956,1262816050837667841,2020-05-19,G1,sim sou o hitler negro,0,G
21,66759491,1457050482141274114,2021-11-06,Folha,"estavam rezando imagens gravadas por populares mostram que o casal portava um revólver, munições e uma touca ninja, que foram apreendidos pela pm",0,M
25,105947322,1115250537975504898,2019-04-08,Folha,além de alguns anos de contribuição ao inss poupados! é capaz que essa família não tenha nem direito ao que esse pai de família contribuiu a vida toda!,-1,S
18,1106555112426795009,1163768554153500674,2019-08-20,G1,bandido armado faz reféns em ônibus na ponte rioniterói tráfego em direção ao rio está fechado,-1,G
18,134300616,1163878569442971649,2019-08-20,UOL,"""o sequestrador chegou ao hospital por volta das 9h30 de hoje acompanhado de dois paramédicos, willian estava numa maca, coberto por uma",0,S
23,1210968287493775360,1262815879269621762,2020-05-19,G1,"ah pra subir em morro de novo pra matar gente eles vão né , é uma pessoa não um saco que tu joga em qualquer lugar sem da explicação, era uma vida que ainda tinha que viver mt pensa um pouco e reflete que poderia ser alguém da tua família",-1,G
23,718882501847040002,1262823211894530057,2020-05-19,UOL,"chega de investigações e notas de repúdio que não mudam nada desta situação selvagem a sociedade tem que q se mostrar mais selvagem também para mostrar seu repúdio, e a imprensa tem responsabilidade com essa situação pressão não precisa ser violenta,mas firme e localizada",-1,M
25,299416807,1131720377040871424,2019-05-24,UOL,absurdo! 80 tiros stm decide soltar militares presos por mortes de músico e catador,-1,S
24,1083829790308794381,1278426231822864385,2020-07-01,Folha,pena que a lei das fake news não servem pra esses jornalecos,0,M
23,1262168359581483008,1262756214087118850,2020-05-19,UOL,"que tristeza mais uma vez uma família preta, pobre e honesta é dilacerada pela violência policial adolescente joão pedro é morto em operação no rio família critica polícia via",-1,G
20,110211306,1175474201303703552,2019-09-21,Folha,"por que isso acaba sendo encarado com tanta naturalidade, quase uma rotina? comente moniquette",0,S
20,1021568796832743424,1175570569586257920,2019-09-22,Folha,um absurdo essas mortes de inocentes,-1,S
18,3035079244,1163802018613551105,2019-08-20,Folha,parabéns aos policiais do rj se o vagabundo estivesse em casa rezando ou trabalhando não estaria morto,1,S
18,771513085056147456,1163771486446002176,2019-08-20,G1,quando ele sair sou a favor de jogar ele lá de cima,0,M
18,977938667397410816,1163768756939743233,2019-08-20,G1,"esse já deve ter ao lado advogados e o direitos humanos que a pm consiga colocar um chip nesse terrorista!!! homem armado faz reféns em ônibus na ponte rioniterói, que está fechada | rio de janeiro | g1",-1,M
26,3003848271,1390675100081528835,2021-05-07,Folha,"mas não imagina 100% fora bozo vc q tá pressupondo, hipócrita do caralho",0,M
26,1014901069103714306,1390334667111505921,2021-05-06,G1,"a manhã na favela do jacarezinho (rio foi de terror operação da polícia civil contra tráfico de drogas matou 23 pessoas e deixou feridos dois passageiros do metrô e aí, governador claudio castro ( é chacina?",-1,M
25,78595595,1115206811710259200,2019-04-08,G1,muito chocada com esse caso,-1,M
22,234622361,1409661898090455041,2021-06-28,G1,"chora no caixão do bandido, comunista canalha! ele agora tá comendo planta pela raiz e não vai ver papai noel no final do ano! um verme a menos no planeta! como deveria ser com todo vagabundo dessa estirpe!",-1,G
23,958159709319712768,1262778047217967108,2020-05-19,G1,lamento pela morte do garoto e esses que o mataram tem que perder o distintivo e ir para cadeia,-1,G
23,981370392014139397,1262774207257219072,2020-05-19,G1,arruma essa merda filhos da puta,-1,G
18,45429241,1163801250820960256,2019-08-20,G1,"1 tiro, 1 bala e 37 reféns a salvo parabéns aos envolvidos sequestrador de ônibus na ponte rioniterói é morto foram três horas e meia de cerco | rio de janeiro | g1",1,M
25,992724893212004352,1115339228156710913,2019-04-08,G1,"quem apoiou e elegeu tem culpa, porém todos pagam pois existem machos que não honram as bolas que tem nas pernas, fazem cagadas monumentais e querem colocar a culpa nos outros, limitadíssimo",-1,G
18,871472063055360001,1163750890962128896,2019-08-20,G1,"esperando as pessoas virem justificar com política em 3, 2, 1",0,S
23,1262952181172514820,1262954051920113672,2020-05-20,G1,"no alto do cume, tinha uma roseira, o vento no cume me bate, o vento no cume me chera",0,G
18,190736101,1163770238837645312,2019-08-20,G1,está pegando pombas brancas e formando um cordão humano em volta da lagoa rodrigo de freitas,1,G
26,95789750,1390451982071173123,2021-05-06,Folha,#esquerdanegacionista,0,M
26,1189683746502561794,1390498646802812934,2021-05-07,Folha,"se a diz que foi a pior, é só trocar o sinal e saber que foi a melhor uma pena a morte de um defensor público cumprindo seu trabalho, arriscando a vida por uma sociedade com crenças e valores completamente distorcidos irreparável que deus conforte a família",-1,G
24,2593463216,1278485011390435330,2020-07-02,G1,"o problema é que traficante já é o bandido, não se é de esperar isso de policial",-1,G
22,1251687695874695168,1409511612831109121,2021-06-28,G1,matador de aluguel? vc acompanhou os noticiários direito?,-1,G
22,1240997020606832641,1409518300816674825,2021-06-28,G1,"pois é ele não cumpriu pena, foi morto outros crimes e toda essa teia criminosa foram relegados ao esquecimento com sua morte",-1,M
26,984369030,1390601861498032130,2021-05-07,Folha,"vamos sugerir que os policiais cantem imagine, soltem umas pombas brancas e dêem suas mãos pedindo para os ""cidadãos"" se entregarem passivamente e largarem o crime",-1,M
18,495396775,1163780223965499392,2019-08-20,G1,sempre querendo like né?,0,S
22,749738078512750593,1409642843598057481,2021-06-28,G1,"e prá que gastar mais com processos que não dará em nada?, afinal se ele fosse julgado e condenado ficaria 56 anos na cadeia , isso quando não saísse em alguma ""saidinha"" temporária !!! então fodase esse fdp!!!! parabéns prá toda a corporação",1,M
24,1014302224745488396,1279003455420596224,2020-07-03,UOL,quem sabe pq dessa vez a tragédia não veio de um policial,0,S
21,1339988983506415621,1457073543443894274,2021-11-06,G1,"se estes soldados da não forem punidos criminalmente e serem demitidos do serviço público,perceberei que não existe justiça em minas gerais aos pobres,pretos e trabalhadoresessa imagem me causa indignação e vontade de lutar para que as #políciasmilitares sejam extintas",-1,S
26,73656666,1390452889194270724,2021-05-06,Uol,parabéns a core pelo excelente trabalho realizado no jacarezinho infelizmente um policial perdeu a vida que deus conforte a família desse guerreiro que mais cpfs de vagabundos sejam cancelados,1,M
23,52792681,1264576624214802437,2020-05-24,G1,"morre, não, é assassinado",-1,S
24,1243696715477196807,1278281590687371266,2020-07-01,G1,"quando tu for assaltado, liga pro batman, seu merda",-1,G
24,60516189,1278313233221324801,2020-07-01,G1,não se sabe a origem do tiro e nem a circunstâncias,0,S
20,1142172125903695872,1175472337187168256,2019-09-21,Folha,e aquele com 80 tiros,0,M
21,1411806245573496842,1457033270437232645,2021-11-06,Folha,"isso é sobre violência de gênero, não violência policial novamente eu vou enfatizar que você está perdida no teu raciocínio",-1,M
22,1078239638,1409509980143816705,2021-06-28,G1,"ele foi preso e após isso morto? conta essa história direto quer dizer, entao, que os policiais o mataram na cadeia? cada idiotice que a gente é obrigado a ver",-1,G
18,8802752,1163791743302721536,2019-08-20,G1,"segundo a pm, todos os reféns passavam bem no momento do resgate a arma que o sequestrador portava era de brinquedo #g1",0,S
22,1003800302380814336,1409526295470432261,2021-06-28,G1,desculpa aí tucano perito,0,M
24,1010307073719046145,1278515661787009024,2020-07-02,G1,traficante justiça p eles é diferente,-1,S
25,906861830798266368,1131692843330932741,2019-05-23,UOL,"se é certo 9 ou nenhum, o uol mais uma vez escroto! libertaram 9 dos 12 que estavam juntos mas não atiraram nos caras que foram mortos",-1,M
25,2244753614,1115232279910133761,2019-04-08,Folha,aprende a colocar os títulos da chamada a mulher desceu do carro com uma criança e os caras mesmo assim continuaram atirando isso foi uma chacina!!! militares fuzilaram carro de familia com duas crianças,-1,M
20,742686089400451072,1175422928734871552,2019-09-21,Folha,"""morreu baleada""! foi uma doença ou um infortúnio, morreu enjoada, morreu atordoada, morreu asfixiada, morreu baleada não foi fuzilada, assassinada não tem sujeito estado fuzila pelas costas uma menina de oito anos a baleada veio do éter e atingiu a menina",-1,M
20,917848996214984705,1175396462559145985,2019-09-21,UOL,"é lamentável essas mortes que ocorrem devido ao domínio que o tráfico exerce no rio de janeiro e em muitos outros lugares do brasil hoje foi a inocente criança, há dois dias atrás foi o bravo policial militar que tombou com um tiro na cabeça temos que unir forças contra o crime",-1,S
18,55678479,1163846949495332864,2019-08-20,UOL,"""logo, logo, a globo faz um documentário sobre ""a vida sofrida do sequestrador"", transformandoo em vítima, e listando inúmeras razões para o que ele fez, finalizando com psicólogos ""especialistas"" em comportamento, que dirão como uma infância",-1,S
20,1074446165951856640,1175482868136648704,2019-09-21,Folha,#aculpaedowitzel,-1,S
25,986940464,1115243486654210057,2019-04-08,G1,"pirua pra mim é elogio amor, tenta outro",0,S
22,872088803909017601,1409529948482805766,2021-06-28,G1,só me tornei hostil porque fui hostilizado sou capaz de ficar dias aqui,0,S
22,19341959,1409548910545281026,2021-06-28,G1,legítima defesa de terceiros,0,M
23,779849610059800576,1262756590802702337,2020-05-19,G1,“morre durante operação”? ele foi assasinado caralho!!!!! mano puta que pariu!!!!,-1,M
24,1107278169583861760,1278317421506564100,2020-07-01,G1,"mais um para as estatísticas da necropolítica do estado que desumaniza corpos pretos, lamentável!",-1,G
18,1017284437451689984,1163825127181565952,2019-08-20,UOL,palmeiras não tem mundial,0,M
26,1368361575875293187,1390820944118231044,2021-05-08,Folha,parabéns governador pela faxina,1,G
26,1583876234,1390466028396756998,2021-05-07,Folha,é difícil um tiroteio em uma área urbana não ter baixas civis ou vc deixa o tráfico tomar conta ou tenta intervir,-1,G
23,1233698193810042881,1262739000713936896,2020-05-19,G1,#globoliixo a mensageira da morte,-1,G
23,1409074184,1263865023392350210,2020-05-22,G1,"pra quem tava defendendo os pm aqui, vão tomar no cu leiam a matéria",-1,G
21,1430355812879306756,1456990584246345744,2021-11-06,Folha,"imobilização é o caralho, polícia é fdp mesmo, usa uma situação pra tratar as coisas assim mesmo, vai passar pano na casa do caralho, tu viu onde a criança tava o fdp",-1,G
20,1090295968568877056,1175766965249593345,2019-09-22,Folha,"não entendo como o rio pode eleger um ditador como esse, ele vai continuar promovendo essa matança, afinal quanto vale a vida de uma criança pobre e favelada? na concepção desse sanguinário nada muito triste meus sentimentos a essa familia que perdeu seu bem maior",-1,G
22,71627663,1409510894204342276,2021-06-28,G1,#renansabiadetudo cancela a participação lazaro na cpi do circo por que? não houve tempo de convocar um médio para psicografar e a miriam leitão esta com agenda cheia,0,G
25,1117185658999668737,1142758123310080002,2019-06-23,Folha,exército dispara 80 tiros em carro de família no rio e mata será que ainda se lembra desse caso? o que foi feito também saíram pela porta da frente,-1,M
25,19607089,1131676513756155905,2019-05-23,UOL,"quase 300 tiros, na verdade 83 foram os que acertaram o carro",-1,G
